ts,city,cityName,masterSku,title,field,old,new
2026-08-15T19:22:26Z,750000000,Алматы,149031743,ZTE Nubia RedMagic Astra 9.06 дюйм 24 Гб/1024 Гб черный,price,569889,569886
2026-08-15T19:22:26Z,750000000,Алматы,109310071,Garmin Forerunner 265S 42 мм белый-белый,price,275142,275119
2026-08-15T19:22:26Z,750000000,Алматы,113029701,Garmin VENU 3S белый,price,278687,278680
2026-08-15T19:22:26Z,750000000,Алматы,118179738,Canon EOS R50 RF-S 15-45 IS STM черный,price,329452,329443
2026-08-15T19:22:26Z,750000000,Алматы,114761211,Fifine SC3,price,25337,25333
2026-08-15T19:22:26Z,750000000,Алматы,153277705,TCL 75V6C 191 см черный,price,422846,422843
2026-08-15T19:22:26Z,750000000,Алматы,122963617,Garmin Fenix 8 47 мм черный,price,605666,605635
2026-08-15T19:22:26Z,750000000,Алматы,7300020,Transcend TS1TSJ25H3P 1000 Гб,price,63131,63128
2026-08-15T19:22:26Z,750000000,Алматы,163510365,HONOR 600 Lite 8 ГБ/256 ГБ черный,price,209718,209682
2026-08-15T19:22:26Z,750000000,Алматы,122966507,Garmin Fenix 8 51 мм черно-серый,price,653180,653105
2026-08-15T19:22:26Z,750000000,Алматы,143300737,Наушники MOONDROP Rays фиолетовый,price,47242,47239
2026-08-15T19:22:26Z,750000000,Алматы,151096352,Garmin Fenix 8 Pro 51 мм серебристый-серый,price,731242,731234
2026-08-15T19:22:26Z,750000000,Алматы,109310183,Garmin Forerunner 265S 42 мм черный-черный,price,268893,268861
2026-08-15T19:22:26Z,750000000,Алматы,122962879,Garmin Fenix 8 51 мм черный,price,607418,607391
2026-08-15T19:22:26Z,750000000,Алматы,109351561,Garmin Forerunner 965 белый,price,373591,373588
2026-08-15T19:22:26Z,750000000,Алматы,106852140,Garmin MARQ Golfer Gen 2 серебристый-зеленый-зеленый,price,1410811,1410777
2026-08-15T19:22:26Z,750000000,Алматы,152036275,HONOR Magic8 Pro 12 ГБ/512 ГБ черный,price,618593,618589
2026-08-15T19:22:26Z,750000000,Алматы,154805003,Realme GT 8 Pro 16 ГБ/512 ГБ синий,price,599966,599964
2026-08-15T19:22:26Z,750000000,Алматы,101317689,Canon LIDE 400 2996C010 черный,price,58927,58924
2026-08-15T19:22:26Z,750000000,Алматы,120134606,AULA F75 Side-Printed голубой,price,22550,22546
2026-08-15T19:22:26Z,750000000,Алматы,128745315,Midea MF200W90WB/T-C серый,price,220935,220919
2026-08-15T19:22:26Z,750000000,Алматы,140332233,Garmin Forerunner 970 47 мм белый-зеленый,price,455440,455400
2026-08-15T19:22:26Z,750000000,Алматы,148005901,Huawei WATCH GT 6 46 мм серебристый-зеленый,price,94389,94386
2026-08-15T19:22:26Z,750000000,Алматы,139955883,Huawei WATCH FIT 4 Pro 44 мм серебристый-зеленый,price,74748,74744
2026-08-15T19:22:26Z,750000000,Алматы,109731154,Canon EOS R7 Body черный,price,611448,611403
2026-08-15T19:22:26Z,750000000,Алматы,120935104,Dream H12 Pro PLUS черный,price,119561,119515
2026-08-15T19:22:26Z,750000000,Алматы,131430159,Наушники Soundcore Liberty 4 PRO черный,price,66375,66372
2026-08-15T19:22:26Z,750000000,Алматы,142884485,Garmin VENU X1 46 мм черный-черный,price,463772,463644
2026-08-15T19:22:26Z,750000000,Алматы,145451616,"Dreame H30 Ultra Mix черный, серый",price,162747,162732
2026-08-15T19:22:26Z,750000000,Алматы,154084045,Bambu Lab PLA Matte 1.75 мм 1 кг темно-синий,price,8998,8458
2026-08-15T19:22:26Z,750000000,Алматы,154084045,Bambu Lab PLA Matte 1.75 мм 1 кг темно-синий,discount,0,14
2026-08-15T19:22:26Z,750000000,Алматы,137352961,AULA F75 Black Contour черный,price,23105,23101
2026-08-15T19:22:26Z,750000000,Алматы,133975075,Garmin Instinct 3 Solar 45 мм черный,price,249857,249849
2026-08-15T19:22:26Z,750000000,Алматы,116455986,Система подачи материалов Bambu Lab AMS - Automatic Material System,price,141539,148988
2026-08-15T19:22:26Z,750000000,Алматы,116455986,Система подачи материалов Bambu Lab AMS - Automatic Material System,discount,11,0
2026-08-15T19:22:26Z,750000000,Алматы,114298557,МФУ Canon I-SENSYS MF461DW 5951C020,price,212599,212596
2026-08-15T19:22:26Z,750000000,Алматы,156555269,Garmin Instinct 3 AMOLED 50 мм черный-синий,price,312940,312937
2026-08-15T19:22:26Z,750000000,Алматы,171512267,ONYX BOOX для Go 6 Gen II бежевый,price,10439,10988
2026-08-15T19:22:26Z,750000000,Алматы,171512267,ONYX BOOX для Go 6 Gen II бежевый,discount,25,22
2026-08-15T19:22:26Z,750000000,Алматы,169114829,Roborock S9+ черный,price,184714,184702
2026-08-15T19:22:26Z,750000000,Алматы,124278317,Garmin Fenix 8 Solar 47 мм черный,price,605533,605496
2026-08-15T19:22:26Z,750000000,Алматы,131472928,Портативная колонка Soundcore Boom 2 Plus синий,price,116407,116395
2026-08-15T19:22:26Z,750000000,Алматы,148348291,Canon EOS R50 + RF-S 18-45 mm IS STM,price,329452,329443
2026-08-15T19:22:26Z,750000000,Алматы,169114918,Roborock S9 черный,price,140714,140702
2026-08-15T19:22:26Z,750000000,Алматы,145557809,TECNO SPARK 40C 8 ГБ/256 ГБ белый,price,83058,83055
2026-08-15T19:22:26Z,750000000,Алматы,7300141,Transcend TS1TSJ25H3B 1000 Гб,price,62067,62059
2026-08-15T19:22:26Z,750000000,Алматы,141530670,Xiaomi Smart Band 10 серебристый,price,21930,21927
2026-08-15T19:22:26Z,750000000,Алматы,165935475,ATK Dragonfly A9 Air белый,price,34482,34479
2026-08-15T19:22:26Z,750000000,Алматы,109310228,Garmin Forerunner 265S 42 мм розовый-розовый,price,281906,281901
2026-08-15T19:22:26Z,750000000,Алматы,130022770,Canon CANOSCAN LIDE 300 черный,price,50903,50891
2026-08-15T19:22:26Z,750000000,Алматы,114237446,Transcend TS256GUSD340S 256 Гб,price,79852,79847
2026-08-15T19:22:26Z,750000000,Алматы,100305103,"Бассейн каркасный Bestway 56082/56424, 400x211x81 см",price,58874,58853
2026-08-15T19:22:26Z,750000000,Алматы,167230393,Наушники Huawei FreeBuds Pro 5 темно-серый,price,79586,79582
2026-08-15T19:22:26Z,750000000,Алматы,110723747,Canon RF 100-400mm f/5.6-8 IS USM,price,390813,390740
2026-08-15T19:22:26Z,750000000,Алматы,116535193,МФУ Canon I-Sensys MF465dw 5951C007AA,price,224806,224786
2026-08-15T19:22:26Z,750000000,Алматы,141046478,Canon EOS R50 + RF-S 18-45 mm IS STM 5811C036,price,329463,329443
2026-08-15T19:22:26Z,750000000,Алматы,109731162,Canon EOS R10 kit RF-S 18–150mm f/3.5–6.3 IS STM,price,591672,591587
2026-08-15T19:22:26Z,750000000,Алматы,113556362,Canon EOS R50 RF-S 18-45 + Kit 55-210 mm,price,574218,574207
2026-08-15T19:22:26Z,750000000,Алматы,143300800,Наушники MOONDROP Aria 2 серебристый,price,48405,48402
2026-08-15T19:22:26Z,750000000,Алматы,132979867,AULA AU75 черный,price,22135,22131
2026-08-15T19:22:26Z,750000000,Алматы,129064979,Canon EOS R100 + RF-S 18-45mm + RF-S 55-210mm,price,455509,455506
2026-08-15T19:22:26Z,750000000,Алматы,113028541,Garmin VENU 3 45 мм белый-белый,price,293000,292997
2026-08-15T19:22:26Z,750000000,Алматы,116788713,Transcend TS1TESD410C 1000 Гб,price,183790,183786
2026-08-15T19:22:26Z,750000000,Алматы,163444484,Huawei nova 15 12 ГБ/256 ГБ белый,price,199879,199876
2026-08-15T19:22:26Z,750000000,Алматы,15400127,"Бассейн каркасный Bestway Steel Pro Frame 56424, 400x211x81 см",price,58874,58853
2026-08-15T19:22:26Z,750000000,Алматы,110648816,Philips BHS752/00 утюжок 25 мм,price,61949,61946
2026-08-15T19:22:26Z,750000000,Алматы,157683664,Наушники AULA G7 черный,price,12254,12250
2026-08-15T19:22:26Z,750000000,Алматы,106851929,Garmin MARQ Aviator Gen 2 серебристый,price,1476708,1476700
2026-08-15T19:22:26Z,750000000,Алматы,114801730,Canon RF 24mm f/1.8 Macro IS STM,price,272727,272709
2026-08-15T19:22:26Z,750000000,Алматы,143693130,Наушники AULA G7 белый,price,11458,11454
2026-08-15T19:22:26Z,750000000,Алматы,163483165,Наушники Soundcore Sleep A30 Green зеленый,price,85401,85399
2026-08-15T19:22:26Z,750000000,Алматы,141885718,Garmin Instinct 3 Solar Tactical 45 мм черный,price,289940,289937
2026-08-15T19:22:26Z,750000000,Алматы,128243261,Система подачи материалов Bambu Lab Ams lite,price,132722,132719
2026-08-15T19:22:26Z,750000000,Алматы,163414583,AULA F75 розовый,price,23532,23527
2026-08-15T19:22:26Z,750000000,Алматы,116193133,Garmin Lily 2 Classic 25 мм бордовый-бордовый,price,218940,218937
2026-08-15T19:22:26Z,750000000,Алматы,137761682,AULA SC380 PRO белый,price,11313,11309
2026-08-15T19:22:26Z,750000000,Алматы,171178069,Roborock Saros 20 черный,price,699714,699702
2026-08-15T19:22:26Z,750000000,Алматы,150445434,Sapphire PULSE AMD Radeon RX 9070 16 Гб,price,407670,407658
2026-08-15T19:22:26Z,750000000,Алматы,114176446,POCKET BOOK PB634-3-CIS 6 дюйм 1 Гб красный,price,105587,105608
2026-08-15T19:22:26Z,750000000,Алматы,108430983,Canon EOS R7 Kit 18-150mm черный,price,809874,809837
2026-08-15T19:22:26Z,750000000,Алматы,122265923,Canon EOS R5 Mark II body,price,1729590,1729504
2026-08-15T19:22:26Z,750000000,Алматы,146975796,AULA HERO 68 HE Frosted белый,price,27262,27258
2026-08-15T19:22:26Z,750000000,Алматы,137761585,AULA SC380 PRO черный,price,11137,11132
2026-08-15T19:22:26Z,750000000,Алматы,112143554,Transcend TS128GUSD340S 128 Гб,price,41771,41768
2026-08-15T19:22:26Z,750000000,Алматы,163483158,Наушники Soundcore Sleep A30 White белый,price,85489,89988
2026-08-15T19:22:26Z,750000000,Алматы,114460686,Garmin MARQ Golfer Gen 2 Carbon Edition черный,price,1756210,1756207
2026-08-15T19:22:26Z,750000000,Алматы,122651840,Canon RF-S 55-210mm f/5-7.1 IS STM,price,279360,279356
2026-08-15T19:22:26Z,750000000,Алматы,105544265,Canon RF 70-200mm f/4L IS USM,price,813477,813432
2026-08-15T19:22:26Z,750000000,Алматы,101018992,"Бассейн каркасный Bestway Power Steel 56465, 549x274x122 см",price,267809,267806
2026-08-15T19:22:26Z,750000000,Алматы,112921022,МФУ Canon imageRUNNER 2224 5942C001,price,608808,608805
2026-08-15T19:22:26Z,750000000,Алматы,130022687,Canon CANOSCAN LIDE 400 черный,price,58927,58924
2026-08-15T19:22:26Z,710000000,Астана,122038682,DREAME H14 Dual черный,discount,25,0
2026-08-15T19:22:26Z,710000000,Астана,108430990,Canon EOS R6 Mark II Body черный,price,817044,816897
2026-08-15T19:22:26Z,710000000,Астана,129065160,Наушники REDMI Buds 6 Play розовый,price,6782,6779
2026-08-15T19:22:26Z,710000000,Астана,147374082,HONOR X9d 12 ГБ/256 ГБ черный,price,237960,237954
2026-08-15T19:22:26Z,710000000,Астана,134328061,"Видеорегистратор 70mai M310 черный, серый",price,28581,28578
2026-08-15T19:22:26Z,710000000,Астана,117969957,PXN V99 черный,price,102640,102637
2026-08-15T19:22:26Z,710000000,Астана,106042231,Наушники Fifine H6 черный,price,20021,20018
2026-08-15T19:22:26Z,710000000,Астана,106795757,Canon EOS R10 kit 18-45mm IS STM,price,462960,462924
2026-08-15T19:22:26Z,710000000,Астана,147026783,Garmin Venu 4s 41 мм золотистый-белый,price,339470,339468
2026-08-15T19:22:26Z,710000000,Астана,115034062,МФУ Canon i-SENSYS MF275dw,price,185966,185953
2026-08-15T19:22:26Z,710000000,Астана,7300284,Transcend TS4TSJ25H3P 4000 Гб,price,138216,138214
2026-08-15T19:22:26Z,710000000,Астана,110151201,Canon EOS R6 Mark II Kit RF 24-105mm F/4-7.1 IS STM черный,price,1079905,1079884
2026-08-15T19:22:26Z,710000000,Астана,141530632,Xiaomi Smart Band 10 черный,price,21930,21927
2026-08-15T19:22:26Z,710000000,Астана,119596967,EPOMAKER x AULA F75 черный,price,21362,21358
2026-08-15T19:22:26Z,710000000,Астана,139895845,Roborock F25 - ACE черный,price,199670,199658
2026-08-15T19:22:26Z,710000000,Астана,146792191,Midea MD200H90WB/T-C серый,price,266504,266462
2026-08-15T19:22:26Z,710000000,Астана,140332176,Garmin Forerunner 970 47 мм бежевый-фиолетовый,price,458153,458119
2026-08-15T19:22:26Z,710000000,Астана,122963224,Garmin Fenix 8 43 мм белый-белый,price,545103,545065
2026-08-15T19:22:26Z,710000000,Астана,106042325,Микрофон Fifine A6V черный,price,18714,18711
2026-08-15T19:22:26Z,710000000,Астана,115178468,POCKET BOOK PB629-M-CIS 6 дюйм 8 Гб серый,price,87650,87646
2026-08-15T19:22:26Z,710000000,Астана,145820693,Roborock S8 Pro RRA0TAL белый,price,114676,114664
2026-08-15T19:22:26Z,710000000,Астана,132855201,AULA F75 Side-Printed розовый,price,21485,21481
2026-08-15T19:22:26Z,710000000,Астана,110057315,70mai зарядное устройство для видеорегистратора Midrive UP03 USB Type-C черный,price,8365,8362
2026-08-15T19:22:26Z,710000000,Астана,113029065,Garmin VENU 3S 41 мм розовый-розовый,price,293923,293919
2026-08-15T19:22:26Z,710000000,Астана,103627190,Canon RF 16mm f/2.8 STM,price,129254,129233
2026-08-15T19:22:26Z,710000000,Астана,150110690,Sen Sulu blush stick румяна 03 frosted bllom,price,8877,8874
2026-08-15T19:22:26Z,710000000,Астана,145620660,TECNO SPARK 40C 8 ГБ/128 ГБ серый,price,74934,74912
2026-08-15T19:22:26Z,710000000,Астана,123942422,Canon RF 35mm f/1.4 L VCM,price,737476,737439
2026-08-15T19:22:26Z,710000000,Астана,145978939,Внешний аккумулятор Xiaomi Super Slim Magnetic Power Bank 5000 мАч 22.5 Вт WPB0507S фиолетовый,price,18894,18890
2026-08-15T19:22:26Z,710000000,Астана,141005445,AULA SC620 черный,price,11994,11275
2026-08-15T19:22:26Z,710000000,Астана,120263286,Bambu Lab PLA Matte 1.75 мм 1 кг черный,price,8951,8948
2026-08-15T19:22:26Z,710000000,Астана,145978921,Внешний аккумулятор Xiaomi Super Slim Magnetic Power Bank 5000 мАч 22.5 Вт WPB0507S золотистый,price,18896,18892
2026-08-15T19:22:26Z,710000000,Астана,147392127,Внешний аккумулятор Xiaomi Super Slim Magnetic WPB0507S (BHR08PMGL) 5000 мАч 22.5 Вт черный,price,18885,18881
2026-08-15T19:22:26Z,710000000,Астана,103492220,"Бассейн каркасный Bestway 56714, 427x250x100 см",price,144674,144671
2026-08-15T19:22:26Z,710000000,Астана,116631467,"Бассейн каркасный Bestway 561FY, 396x396x107 см",price,116340,116336
2026-08-15T19:22:26Z,710000000,Астана,163444184,Huawei nova 15 Pro 12 ГБ/512 ГБ белый,price,284885,284882
2026-08-15T19:22:26Z,710000000,Астана,163444356,Huawei nova 15 12 ГБ/512 ГБ белый,price,199879,199876
2026-08-15T19:22:26Z,710000000,Астана,15400145,"Бассейн каркасный Bestway Steel Pro Max 56420, 366x122 см",price,134779,134736
2026-08-15T19:22:26Z,710000000,Астана,118273472,Аэрогриль Xiaomi Smart Air Fryer BHR7357EU 6.5 л черный,price,47909,47906
2026-08-15T19:22:26Z,710000000,Астана,115287903,DREAME H12 Pro Plus CN черный,price,119561,119515
2026-08-15T19:22:26Z,710000000,Астана,130251646,Наушники REDMI Buds 6 Play синий,price,6770,6767
2026-08-15T19:22:26Z,710000000,Астана,145557956,TECNO SPARK 40C 8 ГБ/256 ГБ черный,price,84125,84115
2026-08-15T19:22:26Z,710000000,Астана,132593287,"DREAME H30 Ultra Mix черный, серый",price,162747,162732
2026-08-15T19:22:26Z,710000000,Астана,108894867,Аккумулятор AA Camelion 4 шт,discount,5,0
2026-08-15T19:22:26Z,710000000,Астана,137684212,DREAME H30 ULTRA MIX CE серый,price,162747,162732
2026-08-15T19:22:26Z,710000000,Астана,102158689,Микрофон Fifine T669 черный,price,21708,21682
2026-08-15T19:22:26Z,710000000,Астана,118273499,Аэрогриль Xiaomi Smart Air Fryer BHR7358EU 6.5 л белый,price,47279,47266
2026-08-15T19:22:26Z,710000000,Астана,143119833,Midea FSC-900DX стальной,price,227923,227920
2026-08-15T19:22:26Z,710000000,Астана,145978945,Внешний аккумулятор Xiaomi Super Slim Magnetic Power Bank 5000 мАч 22.5 Вт WPB0507S черный,price,18885,18881
2026-08-15T19:22:26Z,710000000,Астана,102211273,Midea MH 60P 205 X серебристый,price,33597,33587
2026-08-15T19:22:26Z,710000000,Астана,167350442,Xiaomi Smart Band 10 Pro черный,price,42005,42001
2026-08-15T19:22:26Z,710000000,Астана,123621889,Midea MFK03D105B/S-C серый,price,275244,275227
2026-08-15T19:22:26Z,710000000,Астана,110349310,Canon EOS R50 Kit 18-45mm f4.5-6.3 IS STM черный,price,329452,329443
2026-08-15T19:22:26Z,710000000,Астана,115633970,Canon LIDE 300 2995C010 черный,price,50903,50891
2026-08-15T19:22:26Z,710000000,Астана,1500075,Принтер Canon i-SENSYS LBP6030B,price,85605,85602
2026-08-15T19:22:26Z,710000000,Астана,141746219,Xiaomi Robot Vacuum S40C Е101CDZ белый,price,84877,84874
2026-08-15T19:22:26Z,710000000,Астана,154255448,"Xiaomi камера видеонаблюдения MJSXJ27CM, 8MP, расширение 3840x2160",price,28188,28184
2026-08-15T19:22:26Z,710000000,Астана,148148221,TCL 50V6C 127 см черный,price,219772,219766
2026-08-15T19:22:26Z,710000000,Астана,137060417,AULA F75 MAX черный,price,27415,27410
2026-08-15T19:22:26Z,710000000,Астана,101149860,Canon EOS RP RF 24-105 F4-7.1 IS STM,price,545474,545458
2026-08-15T19:22:26Z,710000000,Астана,113404917,POCKET BOOK InkPad 4 7.8 дюйм 32 Гб серебристый,price,164679,164676
2026-08-15T19:22:26Z,710000000,Астана,112245834,Canon EOS R8 Body черный,price,603211,603009
2026-08-15T19:22:26Z,710000000,Астана,166975826,HONOR 600 Pro 12 ГБ/512 ГБ черный,price,548718,548712
2026-08-15T19:22:26Z,710000000,Астана,103313279,Очиститель воздуха SmartMi Smartmi Air Purifier P1 серый,price,55166,55154
2026-08-15T19:22:26Z,710000000,Астана,151096402,Garmin Fenix 8 Pro 47 мм черный,price,653793,653761
2026-08-15T19:22:26Z,710000000,Астана,140332288,Garmin Forerunner 970 47 мм черный,price,449213,449183
2026-08-15T19:22:26Z,710000000,Астана,138584959,Garmin Vivoactive 6 42 мм бежевый,price,206000,205997
2026-08-15T19:22:26Z,710000000,Астана,139307969,Кофемашина Xiaomi Semi-Automatic Espresso Machine серебристый,price,61269,61266
2026-08-15T19:22:26Z,710000000,Астана,149031743,ZTE Nubia RedMagic Astra 9.06 дюйм 24 Гб/1024 Гб черный,price,569889,569886
2026-08-15T19:22:26Z,710000000,Астана,109310071,Garmin Forerunner 265S 42 мм белый-белый,price,275142,275119
2026-08-15T19:22:26Z,710000000,Астана,113029701,Garmin VENU 3S белый,price,278687,278680
2026-08-15T19:22:26Z,710000000,Астана,118179738,Canon EOS R50 RF-S 15-45 IS STM черный,price,329452,329443
2026-08-15T19:22:26Z,710000000,Астана,138585258,Garmin Vivoactive 6 42 мм черный,price,199489,199485
2026-08-15T19:22:26Z,710000000,Астана,114761211,Fifine SC3,price,25337,25333
2026-08-15T19:22:26Z,710000000,Астана,112972977,Видеорегистратор 70mai A810 черный,price,99954,99951
2026-08-15T19:22:26Z,710000000,Астана,153277705,TCL 75V6C 191 см черный,price,422846,422843
2026-08-15T19:22:26Z,710000000,Астана,122963617,Garmin Fenix 8 47 мм черный,price,605666,605635
2026-08-15T19:22:26Z,710000000,Астана,142719480,"27"" Xiaomi 4K Monitor 27 A27Ui-EU P27UCB-RAGL черный",price,144934,144928
2026-08-15T19:22:26Z,710000000,Астана,7300020,Transcend TS1TSJ25H3P 1000 Гб,price,63131,63128
2026-08-15T19:22:26Z,710000000,Астана,163510365,HONOR 600 Lite 8 ГБ/256 ГБ черный,price,209718,209682
2026-08-15T19:22:26Z,710000000,Астана,122966507,Garmin Fenix 8 51 мм черно-серый,price,653180,653105
2026-08-15T19:22:26Z,710000000,Астана,143300737,Наушники MOONDROP Rays фиолетовый,price,47242,47239
2026-08-15T19:22:26Z,710000000,Астана,151096352,Garmin Fenix 8 Pro 51 мм серебристый-серый,price,731242,731234
2026-08-15T19:22:26Z,710000000,Астана,109310183,Garmin Forerunner 265S 42 мм черный-черный,price,268893,268861
2026-08-15T19:22:26Z,710000000,Астана,122962879,Garmin Fenix 8 51 мм черный,price,607418,607391
2026-08-15T19:22:26Z,710000000,Астана,109351561,Garmin Forerunner 965 белый,price,373591,373588
